inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00138,2025-08-22,SCH0075,1,0,0,0,1,IRA ATWAL,TOILETS LOCKED
INSP00797,2025-05-06,SCH0319,1,1,1,0,1,PRANAV KRISHNA,NEEDS REPAIR
INSP02181,2025-08-05,SCH0033,1,1,1,1,0,FARIQ LAD,TOILETS LOCKED
INSP02129,2026-03-04,SCH0244,0,0,1,1,1,PAVANI PAL,AVERAGE
INSP00759,2025-09-22,SCH0246,0,,0,0,1,JHALAK THAMAN,NO REMARKS
INSP00542,2026-02-22,SCH0411,1,1,1,0,0,BHAVNA SUBRAMANIAN,AVERAGE
INSP01020,2025-05-13,SCH0178,0,1,1,0,0,,AVERAGE
INSP02412,2025-07-24,SCH0457,,1,0,0,0,NAKSH GHOSH,AVERAGE
INSP00166,2025-07-05,SCH0309,0,1,1,,1,,NO REMARKS
INSP00249,2025-10-29,SCH0371,1,,1,0,1,ONKAR DUA,TOILETS LOCKED
INSP01332,2025-04-23,SCH0220,1,1,1,0,0,EKANSH NAYAK,GOOD CONDITION
INSP02018,2025-07-10,SCH0471,0,1,1,1,0,EIRAVATI JANI,NO REMARKS
INSP00447,2026-02-01,SCH0143,1,1,1,1,0,DALAJA RAO,NEEDS REPAIR
INSP01359,2025-05-20,SCH0446,0,1,1,1,1,ANMOL MAND,NEEDS REPAIR
INSP02146,2025-12-25,SCH0085,0,1,1,1,1,GAVIN D’ALIA,TOILETS LOCKED
INSP01330,2025-04-01,SCH0463,1,1,1,1,1,CHAMPAK WARRIOR,NO REMARKS
INSP00153,2025-10-15,SCH0540,1,1,1,1,1,GEETIKA KULKARNI,NO REMARKS
INSP02151,2026-01-14,SCH0371,1,1,1,1,1,INDALI WALLA,GOOD CONDITION
INSP00435,2025-11-19,SCH0189,1,1,1,,1,,NEEDS REPAIR
INSP02123,2026-01-23,SCH0226,1,0,1,1,0,WARJAS MALL,GOOD CONDITION
INSP00578,2025-12-24,SCH0109,1,1,1,0,0,ANDREW AHUJA,TOILETS LOCKED
INSP02515,2025-06-01,SCH0135,0,1,1,1,1,IJAYA KARPE,NO REMARKS
INSP02882,2025-07-20,SCH0059,0,1,0,1,1,CHRISTOPHER AGARWAL,GOOD CONDITION
INSP01849,2025-05-14,SCH0345,1,1,0,1,1,QASIM KANDA,NO REMARKS
INSP00763,2025-05-18,SCH0092,1,1,1,1,1,ISHA KOHLI,NO REMARKS
INSP00389,2025-08-16,SCH0238,1,1,1,1,0,ARADHANA BUMB,AVERAGE
INSP00236,2025-09-11,SCH0329,1,1,1,0,1,FARIQ SEN,AVERAGE
INSP02740,2025-05-29,SCH0543,0,1,1,1,0,TANMAYI PURI,AVERAGE
INSP01985,2025-12-11,SCH0531,,1,1,1,0,TANVI PADMANABHAN,GOOD CONDITION
INSP00268,2025-12-30,SCH0206,,1,1,1,1,IRYA MODY,NEEDS REPAIR
INSP00771,2025-05-09,SCH0309,1,,1,0,0,OM SHENOY,NO REMARKS
INSP02166,2025-12-12,SCH0471,,,1,,1,HARSHIL BHARGAVA,GOOD CONDITION
INSP00438,2025-04-28,SCH0417,1,0,1,0,0,MITALI NAIR,NEEDS REPAIR
INSP00674,2025-04-15,SCH0059,0,1,1,1,,CHAMAN NAIK,NO REMARKS
INSP00250,2026-06-03,SCH0098,1,1,1,1,0,OJAS DOSHI,AVERAGE
INSP02202,2026-05-03,SCH0312,1,1,1,0,,LAKSHMI SAMI,GOOD CONDITION
INSP01575,2025-09-17,SCH0311,1,1,1,1,0,IRYA NARASIMHAN,GOOD CONDITION
INSP02143,2026-02-13,SCH0452,1,1,0,0,0,LILA TANEJA,AVERAGE
INSP02082,2025-04-13,SCH0181,1,1,,1,0,KRISHA BAL,NO REMARKS
INSP02753,2025-09-28,SCH0270,1,1,1,,1,RAAGINI WASON,NO REMARKS
INSP02701,2025-09-07,SCH0025,1,1,1,0,,KRISHNA KORPAL,TOILETS LOCKED
INSP01966,2026-03-13,SCH0281,1,1,0,0,1,VIHAAN VARMA,GOOD CONDITION
INSP00449,2025-08-15,SCH0310,,1,1,0,1,ANAY BEN,NO REMARKS
INSP01470,2026-03-07,SCH0268,0,1,1,1,1,ANIKA SAHOTA,TOILETS LOCKED
INSP00717,2026-02-16,SCH0242,1,1,1,1,0,BACHITTAR TALWAR,TOILETS LOCKED
INSP02682,2025-09-23,SCH0574,1,1,1,0,1,RAAGINI DUBE,NO REMARKS
INSP02750,2025-02-10,SCH0187,1,1,1,0,1,SARA CHANDRA,GOOD CONDITION
INSP02049,2025-06-16,SCH0259,1,1,1,1,0,,AVERAGE
INSP01902,2026-02-24,SCH0417,0,1,1,1,1,EKANTA GANGULY,GOOD CONDITION
INSP01169,2025-06-01,SCH0435,1,1,0,1,0,NIKITA BORAH,NO REMARKS
INSP00083,2025-12-30,SCH0130,1,1,1,1,0,JAI SHETH,NO REMARKS
INSP02550,2026-01-03,SCH0330,1,0,,1,0,EESHA BANERJEE,NEEDS REPAIR
INSP01461,2025-07-23,SCH0590,1,1,1,1,1,QARIN WALI,NEEDS REPAIR
INSP01894,2025-12-18,SCH0238,1,1,1,0,0,KAI OAK,AVERAGE
INSP01669,2025-07-04,SCH0080,0,1,1,,1,CHARAN SURA,NEEDS REPAIR
INSP02001,2025-04-20,SCH0425,1,1,1,0,1,JAGVI GOUR,NO REMARKS
INSP00476,2025-10-25,SCH0241,1,1,,1,0,LEELA PALLA,TOILETS LOCKED
INSP00518,2025-08-31,SCH0272,1,1,1,1,0,ALKA SHERE,NO REMARKS
INSP00405,2025-09-03,SCH0290,1,1,0,0,1,,GOOD CONDITION
INSP00385,2026-05-03,SCH0387,1,1,1,1,1,KRITIKA SETTY,TOILETS LOCKED
INSP02762,2025-04-09,SCH0238,0,0,1,,0,FARAJ SAGAR,NO REMARKS
INSP02153,2025-11-04,SCH0354,1,1,1,1,0,VASATIKA SURESH,NEEDS REPAIR
INSP01634,2026-01-16,SCH0469,,1,1,0,0,CHAMAN CHHABRA,NO REMARKS
INSP01191,2025-09-20,SCH0272,1,1,,1,1,VIHAAN RAMASWAMY,TOILETS LOCKED
INSP00689,2025-11-07,SCH0017,0,0,1,,1,,NO REMARKS
INSP01241,2025-07-18,SCH0170,0,1,1,,0,JAI MANDAL,TOILETS LOCKED
INSP00063,2025-07-20,SCH0464,1,1,1,1,0,HARSH NAGY,AVERAGE
INSP00853,2025-04-23,SCH0329,1,1,1,1,,ATHARV BALAKRISHNAN,GOOD CONDITION
INSP02892,2026-02-03,SCH0225,,1,1,0,1,SAI RAM,TOILETS LOCKED
INSP02606,2025-07-24,SCH0429,0,1,1,1,,RIA BEDI,NEEDS REPAIR
INSP01263,2025-07-12,SCH0540,0,0,1,,1,GABRIEL JAGGI,NO REMARKS
INSP00224,2025-12-13,SCH0562,1,1,0,0,1,MANAN PATLA,NO REMARKS
INSP02194,2025-08-22,SCH0263,0,0,1,0,1,QARIN SURI,AVERAGE
INSP00374,2025-04-07,SCH0017,1,1,1,1,1,FITAN YOGI,NEEDS REPAIR
INSP01825,2025-04-21,SCH0214,1,1,1,1,,LEKHA CHAUDHARI,GOOD CONDITION
INSP02668,2025-08-16,SCH0580,0,1,1,1,1,UPKAAR KHURANA,NO REMARKS
INSP00645,2025-10-18,SCH0589,1,1,0,1,0,AMAIRA PADMANABHAN,AVERAGE
INSP02731,2026-01-11,SCH0585,1,1,1,1,1,WAKEETA MERCHANT,NEEDS REPAIR
INSP02822,2026-01-13,SCH0432,,1,1,1,1,ZAYYAN OZA,GOOD CONDITION
INSP00010,2025-10-11,SCH0020,,1,0,1,1,WRIDDHISH GOLLA,NEEDS REPAIR
INSP01945,2026-03-17,SCH0235,1,,1,,1,GARIMA DEVI,GOOD CONDITION
INSP01839,2025-11-18,SCH0497,1,1,1,0,,MUGDHA LAD,TOILETS LOCKED
INSP00709,2026-02-13,SCH0377,1,1,,1,1,POOJA D’ALIA,NO REMARKS
INSP00256,2026-07-03,SCH0478,,1,1,1,1,YASHASVI GADE,NO REMARKS
INSP01618,2025-11-22,SCH0116,0,,1,1,0,UPMA SAVANT,NO REMARKS
INSP00390,2025-09-24,SCH0042,1,1,1,1,1,XAVIER KEER,NEEDS REPAIR
INSP01582,2025-12-01,SCH0279,1,1,1,0,0,OJASVI BASSI,NEEDS REPAIR
INSP00925,2025-12-11,SCH0488,0,,1,0,1,DALAJA NATH,GOOD CONDITION
INSP02037,2025-09-03,SCH0410,1,1,1,1,1,SARTHAK BHATTI,TOILETS LOCKED
INSP02527,2025-12-27,SCH0430,0,1,1,1,,CHATRESH MOHAN,GOOD CONDITION
INSP01225,2025-06-21,SCH0596,0,1,,1,0,JANANI MITTER,NEEDS REPAIR
INSP01947,2025-06-29,SCH0514,1,1,1,0,0,NIRJA TOOR,AVERAGE
INSP00740,2025-10-06,SCH0008,1,1,1,0,1,PRANEEL CHAHAL,TOILETS LOCKED
INSP00041,2025-09-22,SCH0116,1,1,1,1,,TANVEER GARDE,NEEDS REPAIR
INSP00869,2026-02-21,SCH0441,1,1,1,0,1,WARINDER BHARDWAJ,AVERAGE
INSP00540,2025-01-10,SCH0067,1,1,0,1,1,OSHA KARA,NO REMARKS
INSP01299,2025-11-01,SCH0075,1,,1,1,1,WARJAS JANI,TOILETS LOCKED
INSP01372,2026-01-08,SCH0206,0,1,0,1,0,UPMA GUHA,NO REMARKS
INSP01146,2025-04-22,SCH0341,1,1,1,1,0,REYANSH YOGI,NEEDS REPAIR
INSP01032,2026-01-16,SCH0195,1,1,0,0,1,AARNAV MITTAL,AVERAGE
INSP00373,2025-04-26,SCH0524,1,0,0,1,1,BENJAMIN MODI,NO REMARKS
INSP00668,2025-06-07,SCH0127,,1,1,1,0,QABIL DESAI,NEEDS REPAIR
INSP00358,2026-02-25,SCH0051,1,1,1,0,1,EKAPAD BAVA,TOILETS LOCKED
INSP00968,2026-02-23,SCH0203,1,1,1,1,1,GAVIN BERA,NEEDS REPAIR
INSP01354,2025-04-20,SCH0506,1,1,1,1,0,IRYA AMBLE,AVERAGE
INSP01036,2026-01-24,SCH0586,1,1,1,1,1,JACK RAI,NO REMARKS
INSP00471,2025-06-12,SCH0042,1,1,1,1,,,NO REMARKS
INSP01397,2026-02-13,SCH0596,0,1,1,0,0,HAMSINI SEKHON,GOOD CONDITION
INSP02756,2025-05-21,SCH0252,1,0,1,,1,SAKSHAM HORA,NO REMARKS
INSP01550,2025-08-11,SCH0403,0,,0,1,1,TEERTH NARAIN,NO REMARKS
INSP01257,2025-09-18,SCH0192,1,1,0,0,,,NEEDS REPAIR
INSP02095,2025-07-06,SCH0258,1,1,1,0,1,BAKHSHI BALI,GOOD CONDITION
INSP01556,2026-03-18,SCH0331,1,1,1,1,1,,NEEDS REPAIR
INSP02722,2025-12-01,SCH0084,1,1,1,0,0,MADHAV DHAWAN,GOOD CONDITION
INSP01251,2025-10-24,SCH0232,1,1,1,0,0,EKANTA KURUVILLA,GOOD CONDITION
INSP01700,2025-07-12,SCH0208,0,1,1,0,0,KAMALA MURTY,AVERAGE
INSP01253,2025-04-05,SCH0421,1,1,,1,,,NO REMARKS
INSP02923,2025-08-28,SCH0344,1,1,1,0,0,DARPAN DHALIWAL,NO REMARKS
INSP00080,2025-01-10,SCH0526,0,0,0,1,0,JASMIT SAMPATH,AVERAGE
INSP01173,2026-01-11,SCH0398,0,1,1,1,1,,GOOD CONDITION
INSP00815,2025-09-22,SCH0419,1,1,1,1,1,AYAAN DIN,TOILETS LOCKED
INSP01853,2025-08-16,SCH0132,1,,1,0,1,ADVIK KORPAL,GOOD CONDITION
INSP02221,2026-03-26,SCH0499,0,1,,1,0,,GOOD CONDITION
INSP02765,2025-09-11,SCH0103,0,1,1,0,0,PRATYUSH KHOSLA,NO REMARKS
INSP02106,2025-04-07,SCH0466,1,1,1,1,1,ELIJAH DUGAR,GOOD CONDITION
INSP00134,2025-04-24,SCH0266,1,1,1,1,0,HREDHAAN SHERE,NEEDS REPAIR
INSP01141,2025-09-23,SCH0018,1,1,1,0,0,,NO REMARKS
INSP00934,2026-01-24,SCH0156,1,1,1,1,0,NITESH VARUGHESE,TOILETS LOCKED
INSP00929,2025-04-01,SCH0534,1,0,,,0,NOAH DEOL,NO REMARKS
INSP00824,2025-11-17,SCH0427,1,1,1,,,HARSH KONDA,AVERAGE
INSP01532,2025-12-05,SCH0003,1,1,1,1,1,BAKHSHI BUTALA,TOILETS LOCKED
INSP01215,2025-06-28,SCH0143,0,1,0,1,0,JASON GILL,AVERAGE
INSP00505,2026-02-25,SCH0109,0,1,1,1,0,EKAVIR TARA,NO REMARKS
INSP02046,2025-12-04,SCH0228,,0,1,1,1,WARDA MANDER,NEEDS REPAIR
INSP02396,2025-12-09,SCH0579,0,1,1,0,0,ALKA DUA,NEEDS REPAIR
INSP01997,2025-06-14,SCH0142,1,1,1,1,,,NEEDS REPAIR
INSP02435,2025-04-17,SCH0249,1,0,1,0,1,,AVERAGE
INSP01959,2025-05-22,SCH0567,,0,1,1,1,HREDHAAN MADAN,GOOD CONDITION
INSP01385,2025-11-18,SCH0212,1,1,1,1,0,SHRAVYA AGGARWAL,NO REMARKS
INSP00895,2026-01-17,SCH0204,1,1,1,0,0,VASANA CHAUDHURI,NO REMARKS
INSP00829,2025-11-14,SCH0086,1,1,0,1,1,AMARA CHOUDHRY,GOOD CONDITION
INSP00052,2025-12-07,SCH0320,0,1,1,0,0,DAKSHA KAPADIA,GOOD CONDITION
INSP02524,2025-04-23,SCH0558,1,1,1,1,0,HARRISON BHATNAGAR,GOOD CONDITION
INSP01684,2025-09-19,SCH0248,1,1,1,0,1,EKALINGA SACHDEVA,NO REMARKS
INSP02707,2025-12-03,SCH0472,1,1,1,1,,AARUSH AGATE,TOILETS LOCKED
INSP01764,2026-01-31,SCH0019,1,1,1,,1,,GOOD CONDITION
INSP02643,2025-07-31,SCH0183,1,1,1,1,1,SAMUEL DUGAR,NEEDS REPAIR
INSP00653,2026-02-07,SCH0572,1,1,0,0,0,AARINI NARASIMHAN,NO REMARKS
INSP00173,2025-06-07,SCH0151,1,1,1,1,,,GOOD CONDITION
INSP00039,2025-09-18,SCH0246,0,1,0,1,1,IKSHITA LANKA,NEEDS REPAIR
INSP01331,2025-10-12,SCH0498,1,1,0,1,1,NITESH BARIA,NO REMARKS
INSP00714,2026-01-24,SCH0147,1,1,1,,1,ANAMIKA BORDE,NO REMARKS
INSP00091,2026-01-06,SCH0496,1,1,0,1,1,TRIVENI RAO,AVERAGE
INSP00046,2025-11-14,SCH0280,1,1,1,1,0,NAKSH RAY,GOOD CONDITION
INSP01206,2025-07-17,SCH0278,1,1,1,1,0,,NO REMARKS
INSP02603,2025-09-15,SCH0203,1,0,1,1,1,QUSHI MERCHANT,NEEDS REPAIR
INSP02718,2026-02-20,SCH0318,1,1,,1,0,MANAN JOSHI,GOOD CONDITION
INSP01828,2026-01-25,SCH0586,1,1,1,1,0,,AVERAGE
INSP01156,2025-03-08,SCH0214,1,1,,0,0,LOGAN KURUVILLA,NEEDS REPAIR
INSP01325,2026-03-13,SCH0278,1,1,1,1,0,ISAAC PRABHAKAR,AVERAGE
INSP00217,2026-02-18,SCH0082,1,1,1,1,0,EKANI SAHNI,NO REMARKS
INSP00511,2026-01-20,SCH0265,0,1,0,0,0,TURVI SUNDARAM,TOILETS LOCKED
INSP01681,2025-07-10,SCH0037,1,1,0,1,0,ANJALI DUA,GOOD CONDITION
INSP00500,2025-08-23,SCH0062,0,1,,1,1,EKTA PANDEY,NO REMARKS
INSP02609,2025-10-09,SCH0057,1,,0,1,0,MANBIR SOOD,NO REMARKS
INSP01857,2025-04-11,SCH0436,0,1,1,0,1,AMOL DUTTA,NEEDS REPAIR
INSP01389,2025-05-26,SCH0306,1,1,1,0,1,OMAJA BAL,NO REMARKS
INSP01520,2025-04-23,SCH0498,0,1,1,0,0,,TOILETS LOCKED
INSP02387,2025-11-07,SCH0062,1,1,0,1,0,UNNI CHAUHAN,NEEDS REPAIR
INSP02861,2025-08-16,SCH0016,1,1,0,1,1,VRISHTI GOEL,TOILETS LOCKED
INSP02077,2025-07-17,SCH0077,,0,1,1,0,DAVID PATEL,AVERAGE
INSP01541,2026-01-23,SCH0123,0,0,1,1,1,YAGNESH BUCH,AVERAGE
INSP01218,2025-12-12,SCH0433,1,1,1,1,0,PRIYA SEN,NO REMARKS
INSP01417,2025-07-19,SCH0094,1,1,1,1,,REYANSH TARA,NEEDS REPAIR
INSP02218,2026-01-26,SCH0013,1,1,1,1,1,YASHODHARA GOPAL,AVERAGE
INSP02650,2025-11-04,SCH0582,1,1,1,,0,NICHOLAS GARG,TOILETS LOCKED
INSP01677,2025-10-19,SCH0599,1,1,1,0,1,TANVI KANNAN,AVERAGE
INSP01198,2025-04-28,SCH0322,1,1,0,0,0,PANINI NARANG,NEEDS REPAIR
INSP01543,2025-04-23,SCH0365,1,,1,0,0,VRITTI BASSI,AVERAGE
INSP02540,2025-06-22,SCH0230,1,1,1,1,1,HEMAL JAIN,GOOD CONDITION
INSP00954,2025-10-30,SCH0158,1,1,1,0,,VRITTI TARA,AVERAGE
INSP00751,2025-08-23,SCH0538,,1,1,0,1,LOHIT KARPE,NEEDS REPAIR
INSP00235,2025-10-04,SCH0222,0,1,,0,,ISHA DEVAN,TOILETS LOCKED
INSP00733,2025-04-04,SCH0235,1,1,1,0,0,ANAMIKA SRIVASTAVA,NO REMARKS
INSP01269,2025-10-04,SCH0488,1,1,1,0,,OJASVI RATTAN,NO REMARKS
INSP01157,2025-11-08,SCH0361,1,1,0,1,1,WISHI BHARDWAJ,GOOD CONDITION
INSP02706,2026-02-28,SCH0450,0,1,1,0,1,YOSHITA JANI,GOOD CONDITION
INSP02446,2025-01-05,SCH0338,1,0,1,1,1,URMI THAKUR,TOILETS LOCKED
INSP01210,2026-02-04,SCH0287,0,1,1,1,1,,GOOD CONDITION
INSP01066,2025-10-16,SCH0334,1,1,1,0,0,ZARNA OOMMEN,NEEDS REPAIR
INSP02157,2026-01-25,SCH0488,1,1,0,1,0,SAMAKSH PANT,TOILETS LOCKED
INSP01063,2025-05-30,SCH0554,1,0,1,0,1,SIDDHARTH DIVAN,NO REMARKS
INSP01168,2025-10-11,SCH0442,0,1,1,1,1,RANVEER YOHANNAN,AVERAGE
INSP01493,2025-04-12,SCH0330,1,1,1,1,1,CHAITANYA CHAND,AVERAGE
INSP02604,2025-04-14,SCH0411,1,1,1,1,1,ANAY KARAN,NO REMARKS
INSP00885,2025-11-12,SCH0531,,1,1,0,0,,GOOD CONDITION
INSP00144,2025-05-22,SCH0229,1,1,0,0,1,BRIJESH YADAV,TOILETS LOCKED
INSP02478,2026-02-15,SCH0452,0,1,1,0,0,ARJUN ANDRA,AVERAGE
INSP00851,2026-01-17,SCH0412,,1,1,0,1,DEVANSH SANGHVI,NO REMARKS
INSP00718,2025-09-09,SCH0555,1,1,1,1,0,,NO REMARKS
INSP02985,2025-04-12,SCH0271,1,1,1,0,0,ADYA VASA,AVERAGE
INSP02503,2025-08-06,SCH0196,0,1,1,1,1,LAVANYA TALWAR,NO REMARKS
INSP00265,2025-06-13,SCH0321,1,,,1,,CHAVVI UPADHYAY,NO REMARKS
INSP00076,2026-01-22,SCH0330,1,1,1,1,0,GIRIK VENKATESH,NO REMARKS
INSP02493,2025-11-16,SCH0339,1,0,1,1,1,MEGHANA SEHGAL,NO REMARKS
INSP00396,2025-10-19,SCH0593,1,1,0,0,1,CHANDRAN SOLANKI,NO REMARKS
INSP02678,2025-11-19,SCH0451,1,1,1,0,1,FARIQ DIXIT,NO REMARKS
INSP02225,2025-10-18,SCH0263,0,1,1,0,0,FALGUNI RAMANATHAN,TOILETS LOCKED
INSP02942,2025-07-02,SCH0254,0,0,1,,0,YASH BHAKTA,AVERAGE
INSP00397,2025-08-28,SCH0572,1,1,,0,0,GAURANG SONI,TOILETS LOCKED
INSP01366,2025-07-14,SCH0012,1,0,,0,,,NEEDS REPAIR
INSP02631,2026-03-04,SCH0527,0,1,1,1,,AYUSHMAN APTE,TOILETS LOCKED
INSP01904,2026-02-14,SCH0289,0,1,0,1,0,CHAMAN HANS,NEEDS REPAIR
INSP00596,2025-12-14,SCH0055,1,0,1,1,0,SANYA BHARGAVA,NO REMARKS
INSP02110,2025-10-07,SCH0565,1,1,1,0,0,JAGDISH KOTHARI,GOOD CONDITION
INSP01297,2025-08-02,SCH0020,1,1,1,1,0,KRISH CHAUDRY,TOILETS LOCKED
INSP01822,2025-05-05,SCH0073,0,1,1,0,1,TANMAYI SRIDHAR,TOILETS LOCKED
INSP00873,2025-09-09,SCH0507,1,1,1,1,0,VRINDA HALDER,NO REMARKS
INSP02902,2025-04-19,SCH0217,1,1,1,1,1,CHASMUM SHETH,NO REMARKS
INSP02327,2025-11-04,SCH0273,1,,1,1,1,,GOOD CONDITION
INSP01549,2025-06-09,SCH0328,1,1,1,0,0,PRANAV TATA,NEEDS REPAIR
INSP00037,2025-06-27,SCH0369,0,0,1,1,1,FORUM TATA,NO REMARKS
INSP02658,2026-03-13,SCH0515,1,1,1,1,0,NATHAN JAIN,GOOD CONDITION
INSP02144,2025-06-10,SCH0315,1,1,1,1,0,KRISHNA MUNSHI,NEEDS REPAIR
INSP02689,2026-02-11,SCH0028,1,1,0,1,1,,NO REMARKS
INSP00978,2026-03-10,SCH0041,1,1,1,1,1,SAI PRASAD,NO REMARKS
INSP01572,2025-05-31,SCH0442,0,1,1,0,0,LUCKY KHURANA,NO REMARKS
INSP01123,2025-04-16,SCH0003,1,1,1,0,1,OMAJA SHANKER,AVERAGE
INSP02240,2025-04-28,SCH0160,1,1,1,1,0,PRISHA RAGHAVAN,GOOD CONDITION
INSP02505,2025-12-16,SCH0461,0,1,1,1,1,OLIVER GODA,GOOD CONDITION
INSP01893,2026-02-28,SCH0560,1,1,1,0,,YASH SINGH,AVERAGE
INSP00676,2025-09-11,SCH0514,,1,0,1,0,SUDIKSHA THAKER,AVERAGE
INSP00729,2026-02-09,SCH0555,1,1,1,1,1,YASHASVI PARSA,NO REMARKS
INSP00413,2025-04-21,SCH0468,,1,1,1,0,,AVERAGE
INSP01517,2025-10-11,SCH0208,1,1,0,0,1,LOHIT SHENOY,NEEDS REPAIR
INSP01650,2025-07-19,SCH0566,1,1,0,0,1,RIA DYAL,TOILETS LOCKED
INSP00826,2026-02-10,SCH0062,0,1,1,0,1,UPASNA BADAL,AVERAGE
INSP00617,2025-08-29,SCH0474,0,1,1,1,0,PETER GULATI,NO REMARKS
INSP00115,2026-01-19,SCH0070,,1,1,1,1,WRIDDHISH SHERE,TOILETS LOCKED
INSP00418,2026-02-17,SCH0265,1,1,1,1,1,,NO REMARKS
INSP01626,2025-05-16,SCH0196,1,1,,1,1,HARISH PATHAK,GOOD CONDITION
INSP02002,2026-03-17,SCH0175,0,1,1,1,0,YUTIKA DUGAR,GOOD CONDITION
INSP00090,2026-02-13,SCH0175,1,0,1,0,1,NIDRA GOSWAMI,TOILETS LOCKED
INSP02083,2025-06-11,SCH0441,1,1,0,,0,JANUJA RAJAGOPAL,TOILETS LOCKED
INSP00754,2025-11-17,SCH0437,0,,1,0,0,,NO REMARKS
INSP02547,2025-09-25,SCH0331,1,1,1,0,0,ANJALI HANDA,TOILETS LOCKED
INSP01631,2025-06-16,SCH0016,1,0,1,0,0,ABEER VORA,GOOD CONDITION
INSP00012,2025-10-18,SCH0202,1,0,1,1,0,PAVANI NAIR,TOILETS LOCKED
INSP02445,2025-04-16,SCH0533,1,1,1,0,1,OMISHA KONDA,GOOD CONDITION
INSP00285,2025-09-20,SCH0327,0,1,1,1,1,GAURI GILL,GOOD CONDITION
INSP01067,2026-02-26,SCH0080,1,1,0,1,0,BHAVNA MODI,NEEDS REPAIR
INSP01192,2025-06-16,SCH0600,1,1,1,1,0,,NO REMARKS
INSP01441,2025-06-06,SCH0133,1,1,1,,,HARSH VOHRA,NEEDS REPAIR
INSP02944,2025-12-26,SCH0334,1,1,1,1,1,CHANAKYA WAGLE,NEEDS REPAIR
INSP02943,2026-02-15,SCH0206,1,1,1,0,1,RANVEER MANI,TOILETS LOCKED
INSP02850,2025-10-13,SCH0204,1,1,1,1,,JEREMIAH BUCH,AVERAGE
INSP01569,2025-10-20,SCH0189,1,1,0,1,0,,NO REMARKS
INSP02428,2026-10-01,SCH0254,0,1,1,1,0,DAYAMAI YADAV,NEEDS REPAIR
INSP02710,2025-09-10,SCH0447,0,1,1,0,1,ALKA MANI,TOILETS LOCKED
INSP01688,2025-07-29,SCH0466,1,0,1,0,1,MASON BAHL,AVERAGE
INSP00852,2025-09-05,SCH0435,0,1,1,1,0,TRIVENI BHAGAT,TOILETS LOCKED
INSP02208,2025-04-05,SCH0390,0,1,1,0,1,DEV CHAR,NEEDS REPAIR
INSP00896,2025-06-22,SCH0132,1,1,1,1,0,ADVAITH GREWAL,NEEDS REPAIR
INSP00497,2025-12-22,SCH0510,0,1,1,1,0,,NEEDS REPAIR
INSP02306,2025-12-17,SCH0100,1,1,0,0,0,MASON LAL,AVERAGE
INSP01783,2025-05-20,SCH0474,1,1,0,1,0,BISHAKHA NARAIN,NO REMARKS
INSP00336,2025-08-24,SCH0132,1,1,1,0,0,DAYITA SIBAL,TOILETS LOCKED
INSP00516,2025-05-10,SCH0197,1,1,1,1,0,NIMRAT CHADA,NO REMARKS
INSP01349,2025-06-30,SCH0249,1,0,1,0,0,ABHIRAM RADHAKRISHNAN,NO REMARKS
INSP01016,2025-07-20,SCH0029,1,1,1,1,0,JOSHUA BALI,GOOD CONDITION
INSP02951,2025-05-04,SCH0061,1,1,0,0,0,ABHIMANYU SRIVASTAVA,GOOD CONDITION
INSP01262,2025-07-22,SCH0195,1,1,0,1,1,JOSHUA SASTRY,TOILETS LOCKED
INSP01782,2025-10-04,SCH0100,1,1,1,1,1,SIDDHARTH SARIN,NO REMARKS
INSP02570,2026-03-22,SCH0028,1,0,1,0,1,KALPIT BAVA,NEEDS REPAIR
INSP01786,2025-11-27,SCH0166,1,,1,1,1,PAHAL VENKATARAMAN,AVERAGE
INSP02071,2025-10-30,SCH0396,1,1,1,1,1,VRINDA PARMAR,TOILETS LOCKED
INSP00357,2025-05-16,SCH0010,1,1,1,0,0,YASHVI BHAT,NO REMARKS
INSP02995,2025-06-21,SCH0598,1,1,1,1,0,ZILMIL CONTRACTOR,NO REMARKS
INSP01313,2025-09-24,SCH0600,,0,1,1,0,WILLIAM PALL,TOILETS LOCKED
INSP01636,2026-02-27,SCH0187,,1,1,1,1,REVA VENKATESH,TOILETS LOCKED
INSP00551,2025-04-09,SCH0036,0,1,1,1,0,VINAYA SHUKLA,GOOD CONDITION
INSP02389,2025-07-06,SCH0273,1,0,1,1,1,WISHI BARAL,NO REMARKS
INSP02480,2025-12-18,SCH0055,1,1,1,0,0,KAMYA SWAMY,AVERAGE
INSP02522,2025-04-18,SCH0393,0,1,1,0,1,KEYA KARNIK,NO REMARKS
INSP02266,2025-12-21,SCH0089,1,1,1,1,1,,NO REMARKS
INSP01228,2025-11-05,SCH0142,0,0,1,0,1,,AVERAGE
INSP02818,2026-03-25,SCH0585,1,1,1,1,1,RAYAAN NORI,AVERAGE
INSP00958,2026-02-28,SCH0125,1,1,0,1,0,VEER ANDRA,GOOD CONDITION
INSP01774,2026-01-26,SCH0004,0,0,1,1,0,IRYA DEVAN,NO REMARKS
INSP02142,2025-05-25,SCH0089,1,1,1,0,0,GAURI SANGHA,NO REMARKS
INSP01009,2025-10-13,SCH0106,0,1,1,1,1,,NEEDS REPAIR
INSP01093,2026-02-27,SCH0073,1,1,1,1,1,,GOOD CONDITION
INSP02907,2025-09-07,SCH0288,1,0,,1,0,DOMINIC DUA,AVERAGE
